Reviewer name,Review,Rating,Package name
Diana Rayward,"Further to my first review -- all my files have disappeared!!😠😠 so how do i get them back. I have been using Dropbox on my tablet for over two years and have been delighted with the app. Then I got a message that Dropbox has stopped, and I can't access any of my files which is very frustrating as I have stored all my needlework patterns and all my household receipts here and can't access them. Now all my files have gone. Any suggestions for recovery😨",3,com.dropbox.android
MD ANASH ALAM,"Dropbox sweats the user experience details as commendably as it required to reliably sync files everywhere a user may need them. When a company is charging money for a product - as Evernote does for all above its most basic services and same for Dropbox - you understand its incentive for sticking with that product. The team was unbelievable, and Dropbox was a really easy, simple to use product. This technology we want to be working at now and it has the potential to be the next big cloud storage",3,com.dropbox.android
Jeff Ellis,I get paying for extra space but restricting offline folders is a bit mean.,3,com.dropbox.android
Ad Ger,Great app but the Latest version keeps freezing when i open a big spreadsheet,3,com.dropbox.android
tamara munro,Since the new update I can't seem to view epub documents. Please fix,3,com.dropbox.android
Stevan B.,"I'm ok with using this app on more devices, it's simple, reliable and ok. No bugs or losing files so far. But there should be an option to turn off comment/activity tab when opening pictures on mobile device, it's kinda annoying and demands extra tap to show picture how it should be in the first place.",3,com.dropbox.android
Peter Ring,"I've just come from an iPhone to Android and Dropbox for iOS is on another level compared to the Android app. Design, interface and usability pale in comparison. Scanning a document is painfullly slow, clunky and unreliable Show Android us users some love Dropbox. Your Android app wouldn't get in a look in on the App Store.",3,com.dropbox.android
Namra Hasan,Easy to use and saves space on many devices due to Smart Sync! Please add the functions to sort the names of all users of a folder alphabetically!,3,com.dropbox.android
btd5,Works great but: only 2GB of free space (everyone else has more) and since I reached 1.7GB they have been sending me emails to buy more space EvErY sInGlE dAy and if I can't find a way to block those mailes I'll stop using them.,3,com.dropbox.android
giofrey,"You shouldn't need to be told to allow the user to move the app to an SD CARD. I want to use your app, but when I run out of space, apps that can't be moved get deleted first.",3,com.dropbox.android
Gideon Steyn,I was all the time on Dropbox. Works great for me. Why can't I just keep on using it. Do not want to use Dropbox plus or upgrade?????!!!!!!!! Look forward to a answer. Thnx,3,com.dropbox.android
Nik Kap,With the latest update there is no option anymore to play videos stored in my Dropbox folder. Is suppose this a bug?,3,com.dropbox.android
Martijn Blokland,The free version loses functionality over time. Not very useful anymore as a free version.,3,com.dropbox.android
Vivek Shukla,"It was overall good till the time they have updated the app. In the new update search option in pdf is not working or maybe they have disabled it. That is the biggest issue for me as it increases my search time. I was somewhere happy with the speed also, which is also not upto the mark now. If it is because they want to move the customers to the 'plus' or Premium version, then they have to loose few users.",3,com.dropbox.android
Ashwini Doreswamy,"Dropbox is a great app no doubt, but disappointed in their subscription services. I get an email reminder for the subscription renewal this morning so I cancelled it as per original plan. But was disappointed to see that the charges were already deducted 12 hours earlier, last night itself. This isn't fair.",3,com.dropbox.android
Neil Hewitt,"Ok but yet again, like so many apps its let down by un-intuitive menus, and unclear ""help"" information. I only want to drop certain files, but without any warning it dumps my entire laptop onto the account then tells me unsurprisingly I gave run out of space and wont sync. Trying to undo this is practically impossible with the ""unhelp"" available and as ever a combination of googling and trial and error ensues. Do these companies actually consult real people when you develop apps?",3,com.dropbox.android
Rafat Alshawish,"I paid annual subscription fees but in fact i am dissapointed. Searching by content feature, Dropbox will only index the first 50,000 words of each document. Which make it impossible to find what I am searching of when the files are a little bit with large size. I have moved my files to the online option to save desk space. Now i am stuck and have to send them back to local option on my PC. I didn't expect such weakness in Dropbox.",3,com.dropbox.android
Nikhil Kumar_27,"Only use for storage, when in need not able to share directly file from dropbox app , don't give facility to send a copy. unable to rename file during uploading. This is very frustrating. Very - Very poor integration with android file manager. Instead use Google Drive . I don't recommend Dropbox in android. You will suffer immensly.",3,com.dropbox.android
Android Gamer,Why does Google play note this app is using 2.5gb of storage but I only use 1gb online storage?,3,com.dropbox.android
Harpreet Singh,Its really a awesome app but i want you should add the feature same as google photos which allows user to clean the mobile storage by deleting the pics already been uploaded in cloud. Plzzz do it guys.,3,com.dropbox.android
Ignacio Mig,The app is great but the vault is not working properly,3,com.dropbox.android
Chunggou Doungel,"I loved this app, it's like my live saver for files to get up to my computer from my phone, the only issue I have with this app is the ""Request files"" function, like when I need to request some files from somebody and when they upload the files from the phone/computer the files don't show in the app!! It doesn't Show's any sign of files getting uploaded into the ""Request files"" folder, Please fixed this Dropbox cause it's a super convenient function of this app",3,com.dropbox.android
s h a m z u,"Nice but.... Only thing i hate is downloading files from Dropbox. Whenever im downloading files from Dropbox, if the connection is out for 1 sec!. It will restart the whole downloading. Please fix it. Other than it's good. I hope you fix in next update.",3,com.dropbox.android
Norma Beishir,"I've had Dropbox for a long time and I've always liked it--but I'm using it less and less these days. I have Box and Drive, both with more free storage and fewer restrictions (Dropbox allows only 3 devices). I also have One Drive, which offers 1 TB storage because I have Microsoft Office.",3,com.dropbox.android
Christopher Michael,"Does what it says & being free from the claws of Google & Microsoft clouds is nice. 200TB too, very nice. Only gets 3 stars since they want me to use my card before even starting the free trial, & many services that do that scam, but not this 1. Sure this is no scam but I hare giving my card before I need to pay. Instead, change to no card needed during the trial, then once it runs it's course just hold the person's files for 30 days. After, delete the uploaded files if no payments are made.",3,com.dropbox.android
Dave M,"Just wanted it to do a monthly sync with my phone, but it's too intrusive. Starts umpteen services and insinuates itself everywhere, context menus etc, and adds unwanted files to DVD's you're burning. Uninstalled.",3,com.dropbox.android
Pure Romance by Randi Sollars,"Okay app but I don't like that you have to pay a monthly fee for this app when you could download Google Drive, which is a similar app, for free. Also I have had several situations where I have downloaded pictures or memes and then went to look at them later just to see that they say thumbnail not available and I have now lost that picture or meme",3,com.dropbox.android
Stephanie Pacheco,"Dropbox is a must have application in my busy life. Being that I am always on the go and use my phone for practically everything, from taking and making memories with my camera app to signing important web forms, composing and receiving emails, transferring, sharing files such as mp3's, mp4's, calendar events, reminders, just to name a few forms of data we collect throughout the day, Dropbox provides a user friendly and secure cloud based platform for those drop everything and go moments!",3,com.dropbox.android
Sarah Carey,"As long as you're working entirely within dropbox, you will be fine. For some reason there's no way to download/copy/move and files/folders from dropbox to my Chromebook from within the app. I needed to go to the website and move my files so i can begin to covert things to a different format",3,com.dropbox.android
Richard Civil,"Refuses to upload photos/videos automatically when wifi is on and Blokada VPN is enabled - wants to enable mobile/cellular data! Need to tell Blokada to ""whitelist"" Dropbox temporarily to enable automatic file upload. When you manually upload the photos, they do not have the same filename convention as the other uploaded photos nor saved into the Camera Uploads folder.",3,com.dropbox.android
S L,"EDIT: Latest update removes the comment bar in landscape videos! Great, I'll add a star. Now just to remove the translucent title bar for proper fullscreen viewing. Watching videos in landscape is painful. A giant comment bar takes up the bottom third and a semi-transparent title hovers over the top third. No way to swipe either of these away. Why not have these in portrait and hide them in landscape like every other video player? Makes zero sense. A shame because the app itself is pretty nice.",3,com.dropbox.android
Zachary Augi,"Ridiculous that you still can't access a file through your filesystem after you choose ""Make Available Offline"". Once the file is saved on my device I should be able to open it from outside the Dropbox app. You have to use the hidden menu item ""Save To Device"" to actually be able to access your file.",3,com.dropbox.android
Syariman Sulaiman,"Somehow, the latest version doesn't allow me to edit PDF when I click ""Open With"" Adobe Acrobat. It only opens as READ ONLY. Previous version was GREAT since I had no problem editing AND saving edits from Acrobat. Please look into this. I need the edit function back. I'm sure I'm NOT the only one having this issue.",3,com.dropbox.android
Alex Lowe,"Why are you here? You should be using onedrive instead. While I used Dropbox for many years, it hasn't continued to improve in meaningful ways. Dropbox hasn't gotten worse, but it is stagnant and old. There's no reason to use it over onedrive, because onedrive is that much better. You owe it to yourself to switch.",3,com.dropbox.android
Julius Sanchez,"It refuses to let me cancel my subscription. It keeps directing me to the app store, yet in a way, plays dumb and send me to a blank page. This has been on going for a bit. The software itself It fine.",3,com.dropbox.android
Alexandru B.,"Great application, deserves 5 stars. Expensive services, 1 star. I've been using the free plan, but I moved to google drive at the moment, just because of the number of devices limitation (that was included recently) that in my opinion is just a way to skim customers or force people to pay. Not going back.",3,com.dropbox.android
Ericson de Agosto,Quick responsive support team. I recommend having something in the app where a password can typically be changed (Account screen) that directs users to manage their password on the website since that is the only place they can do it. This could save your users from a bunch of frustration.,3,com.dropbox.android
Jean Lopez,"DropBox was great until recently. I use eWallet on 3 PCs, 1 tablet and 1 phone and was able to keep my passwords in sync all the using DropBox. But in the last week DropBox quit working for that and I am upset over it. I don't know why it doesn't work anymore and I cannot find help from DropBox or eWallet.",3,com.dropbox.android
George Saavedra,"You guys need to fix the issue when listening to recorded music/audios. When I play an audio that's saved in drop box and go to the home screen, the audio immediately stops. If you guys can get an update to fix this that would be great!",3,com.dropbox.android
jannaq,"Have been using the app for awhile and everuthing worked great. not sure what happened but as of last week, whenever i try to scan a document to create a pdf, the scanner/camera wont focus properly. all the documents end up unfocused and very blurry.",3,com.dropbox.android
Shiao Fang Liem,"dropbox it self is not bad, but the app sucks.. cant download directly, and when someone share a file with me, I cant find it anywhere in the dropbox. even when I try to save it to your dropbox, I was always asked to install or update my dropbox. I give 3 stars only because I still at least could open my files through the app.",3,com.dropbox.android
Grace L,"It's great for uploading files from my phone to my computer, but when I tried to make a document it kept erasing my progress every time I left the app, even though I saved. Haven't used any other functions it offers yet. Over all pretty good.",3,com.dropbox.android
Gabriel Cumpsty,I can't open my vault on my phone... Anyone else have this problem?,3,com.dropbox.android
Dimitris Thoma,where are albums in the new android app? thanks,3,com.dropbox.android
RC67010,"LOVE the app. Great for sharing documents, photos, videos, music, audio, data, files, etc., but have made it too complicated AND confusing to set up sharing between my desktop computer &my cell phone.",3,com.dropbox.android
Hwa Shi-Hsia,Offline files do not work properly unlike on PC. Sometimes if you're offline it will not allow you to open them which can be a HUGE problem. Camera Upload is nice but for some weird reason kept turning itself off and I didn't realise some of my photos were not uploaded.,3,com.dropbox.android
Bruce Abrams,"One hell of an application!! The downfall is, I have stuff from 6 years ago, in notification, there is no delete button. They had so many updates, and they won't add a delete button. There's no reason that stuff is sitting there, for the last 6 years, and there's no way to delete it. unacceptable!!",3,com.dropbox.android
Fabienne PB,"It's ok but not very user friendly, especially when sharing the albums. My family can't sort the pictures easily, it's all a bit of a mess. It's ok for backing up pictures & videos but other apps are much much better for sharing...",3,com.dropbox.android
Frank Billington,"Good product, but price gap between the free version and the lowest tier paid version is too big. I would gladly pay $10 or $20/year to share the standard storage with more than three devices, but I don't use it enough to pay that much each month.",3,com.dropbox.android
Rick DelRosario,"I like Dropbox, but with this last update, when I tap to view a photo full screen then swipe to see the next picture, the title bar reappears each time I swipe. This did not happen before the update and it is annoying to have to tap each pic to view full screen. Can this be changed back?",3,com.dropbox.android
Komsan Pacharawanich,"I had used paid Dropbox for 5 years. Long ago, it was better than Onedrive but not today. The price is expensive while Onedrive is cheaper and gives 6 accounts of 1TB each for family members plus 6x5=30 licenses of Office 365 for PC, Android and iOS. Thanks when when they increased the price on old customer from $100 to $120 and forced me to take 2TB which triggered me to shop and compare and found better & cheaper Onedrive. Onedrive is more for less. Dropbox is good but competition is coming.",3,com.dropbox.android
Nathan Teal,"Swiping through images is a nuisance now. If I want to view them full screen, it should default to the same view at each swipe rather than pulling up the comment box (which I never use) every time. Otherwise the app is useful.",3,com.dropbox.android
Ronny Beene,App refuses to upload pictures unless I'm in the app viewing it upload. I have to babysit the phone and keep the screen on otherwise it locks up. Happens on my past 3 phones. Tried multiple wifi signals. Dropbox is quickly becoming the weakest link in my process.,3,com.dropbox.android
Kaushik Vezzu,"it has all kinds of docuement viewers inbuilt. it would be better if they give editting options like highlight the text in pdfs etc , The diadvantage i found is: It takes lot of time to load , open any docuement And it does not support the sticky in adobe featue i.e If there are any stick notes in ur adobe pdf and you uploaded it to dropbox, if you view that pdf from dropbox , you cant read those stick notes.",3,com.dropbox.android
Jake Ryan,"overall great app but random connectivity issues, recently i cannot connect to the files section and when i try to share links they dont always open. but it is nice to have remote access to all my pc documents on my phone easily accessable through this system",3,com.dropbox.android
M L D,"Will UPDATE when Reviews get past 1Star...Thank you for Input Everyone. I like having this back up, plus being able to share important documents, But where DropBox Lacks is COMPLETE SHAREABILITY ~~ Share a Photo or File - NOT BY A LINK! Also, For the $$$, wouldn't it be a wise idea to allow a subscriber to share this? I NEVER USE my Allotment. Think about this DropBox. Thank You.",3,com.dropbox.android
DeLynn DeHardt,"I installed this in order to always have certain files. So why cant I download my own files? Ones I created? The purpose is 100% thwarted now, imo. Useless. Ok - as per developer ""export"" works. Is that what uou all expected download to be called? To me export means sharing a file across platforms, not simply downloading a file intact. And it is hidden 2 levels from the folder you are trying to download from. But Im changing to a 3.",3,com.dropbox.android
Greg Goodenough,"drop box is a solid app, but for photographers working with clients, this is never the preferred method as most persons have had a Dropbox at some point in their life and others are continually prompted to upgrade their own personal storage when they are invited to view images on my business account. This may be able to be bypassed by using the desktop version but clients still need to get images onto their phones as well which makes me upload to Google drive",3,com.dropbox.android
Sherin Vegas,"I have had an account for a few years, I have no space left but it is very very difficult to download my pics to my device. The phone sync repeats so I have many duplicates of my photos hence no more space but I can't get it to go to my device all I can do is delete the photos. :( Help!",3,com.dropbox.android
Dave Jess,It's ok. Useless for downloading on mobile device. You click on download and have no idea where the file was saved. It's not in the download folder. There's no Dropbox folder. The web version is much better.,3,com.dropbox.android
Dee Anderson,Dropbox is awesome or was....now is ok...not sure when but last few months camera upload to pc is slow to non existent. Sometimes if i want to access my new photos I have to send to dbox manually....is a very frustrating.....they used to be available almost immediately.,3,com.dropbox.android
Brian Anthony Perry,"I loved this... But for years I felt it would happen but I wish when you'd upload your files it woyld automatically upload them to format file. Like videos all go here, pictures all go here, documents go there. In the initial upload... Such as when one is cleaning out their cell because the save all videos and pictures. Everything is automatically. So I all my videos pictures get mixed up. This would keep my dropbox from reaching its storage limit because I move pictures & vids around in my cell",3,com.dropbox.android
ganesan santhanam,I want video and audio files to be played on the cloud but it actually download and takes up space in my mobile. And as amoled dark theme would do good for many as battery would be saved. And i know this is stretch but it would be nice if you provide some storage to download my apps or an storage for app data to function so that ot could help myself to have a mobile with lots of space,3,com.dropbox.android
Paul Price,"Has to lose a couple of stars untill you are able to share multiple pics selected from phone to share to Dropbox. It will tell you too many selected and to go to the app. Only going to the app wont allow you to select album folders, only whats taken today which is a bind.",3,com.dropbox.android
shira amar,i think its annoying that for a dropbox that has unlimited space you have to pay 118$ a year its a stupid requirment and its a lot of money so i have to keep deleting things which really sucks bc im a student and i have a lot of work to keep up with so..............i recommend dropbox if u can pay the bill or have little work.,3,com.dropbox.android
Bryan,"This a three star because I recently got an Android and when I try to listen to my audio recordings on it it won't play in the app and then I have to use Google play to run it, it always randomly stops playing. However it works fine on my iPod. Fix that bug and it's a 5 for me",3,com.dropbox.android
Michael Wyatt,"Having transferred from Apple to Samsung I find that with a phone with a far advanced camera, dropbox scans are really crappy compared to my old 3 year old Apple. Hoping there are settings to adjust(?).",3,com.dropbox.android
Steven Braithwaite,"Dropbox, for many months, has been unable to send/share a scanned PDF to Dropbox using the share feature within CamScanner. I always receive the message that ""Dropbox does not have the permission to read the file (fiename)"" I contacted CamScanner and they believe it is a Dropbox issue.",3,com.dropbox.android
Kevin Hayden,"Was a pretty good app until it ""updated"". Now it won't open after 2 installs. 😒 Also I never liked the fact that any settings that you did would be gone the next time you opened the app. Basically you could never turn off your phone after opening app.",3,com.dropbox.android
A Sharp,"Constantly opens in the background (and I have turned off all of the notifications in Settings and it still happens). It's unacceptable to have any app open on its own, and spy on the user.",3,com.dropbox.android
Cree,"When i changed to new phone at first i couldn't log in for a week (2 device were linked) now working just on data, when i am on wifi it writes that i am offline even wifi works fine and there are other many bad stuff going on. Just tired and dont have time to waste on it",3,com.dropbox.android
Kipyegon Bett,"Usually if you have link leading to an app on the phone, the app will pick up the link without it going to a browser.. Dropbox does not pick up links automatically, I always open dropbox links from the browser.",3,com.dropbox.android
Ben Perkins,as file sharing goes it's very nice if you only need to share with 5 devices (free version). this eliminated it's usefulness for my group but under that number it would be good. i enjoyed the notifications when someone else modifies or adds files.,3,com.dropbox.android
amanda iguodala,"It is a great app for organising my documents and pictures but the problem I have is that I hate the fact that I cannot cancel my subscription from the mobile app, I cannot also find it under the Google play subscriptions list. It is really annoying that I have to pay for it if I want to or not.",3,com.dropbox.android
Boyan Molina,"Why would you make the offline files inaccessible through a file browser?! It is beyond me to understand why can't I make my music folder accessible offline and point my music player to that specific folder. It used to be possible, but you deliberately removed that option. Why?",3,com.dropbox.android
Braeden Bice,"I can no longer save pictures from my Quicpic folders. It's now all or nothing. I used to be able to choose what folder I wanted to save pictures from, now it shows all my photos regardless of source.",3,com.dropbox.android
A Google user,"Saving photos to Albums, pictures disappear and have to create new edited again. Constant issue, I'll be transferring all photos to safer app that doesn't loose them. Please fix as this is one app I had to upgrade and pay for each month",3,com.dropbox.android
Terry Riyasat,Not sure what happened with the update in the last 2 weeks or so. I no longer have a progress bar when exporting to my phone and experts are hit or miss. Galaxy s10.,3,com.dropbox.android
Christopher Boodram,"Dropbox is my preferred Cloud backup app for alot of years but however in recent times I'm experiencing a problem when uploading file(s) it won't upload until I open the app however when I do, it will upload the file more than once. Please fix and I'll give you a 5 Star rating",3,com.dropbox.android
Jay F. Salvacion,"The entire service is great. The app however is clunky sometimes. I use Dropbox as a storage for my documents I make in school. The pricing is so expensive and actually, I don't want to pay for 2TB of storage if I will only consume 50GB of it. I hope there are more small and flexible plans, like 50GB, 100GB, 200GB, or 500GB subscription plans. For now, I will stay on the free version and use another cloud storage provider with a small and flexible plan to store other files I have.",3,com.dropbox.android
Jon Riches,"Unlike OneDrive, 'Search' only finds titles not contents, even of text files. It's disappointing that the Dropbox team prioritised a picture of a dog digging to entertain us, rather than dealing with 'no results found'.",3,com.dropbox.android
Debra Okumo,"Dropbox does not show up in My Files, so there is no way to copy a folder from my Android device (Tab S7) to Dropbox. I have to create a folder on Dropbox, then copy individual files.. That is ridiculous!",3,com.dropbox.android
Mr. Mike,"Although you'd expect that it would be simple to share items from your Dropbox with clients who don't have a Dropbox account, it's not. You can only share a link, and the receiver get loads of spam. It's so unprofessional.",3,com.dropbox.android
Joel L,"I've been a happy Dropbox user for years, but will likely have to switch now that they've instituted the device limit. Too bad. I feel it's a bad business decision considering their main competitors have no such limit.",3,com.dropbox.android
Calvin Manthey,"Great, when your files are saved after edits. A couple of times the files didn't save my work, a warning about WiFi connection or not would be a nice addition.",3,com.dropbox.android
King K,I've only just installed this and uploaded one video to share to a friend but there was a loss in quality of it that's enough to put me off quite honestly. I really need to maintain the original quality for this product to be of any use to me.,3,com.dropbox.android
Tan Hong Zhi,"hey can you add the search option to let us search our files? i have over 10k photos but when i press upload photos or videos, or upload files, it seems to be showing photo by photo. i need to upload a certain file that contains numerous photos and upload at once. searching one by one will take more than a day to find what i want to find. and regarding the upload photos or videos button, once clicked, it will categorize the photos or videos by date saved or taken into this phone. however, i have too many photos and only few of the photos on the top will be loaded and the rest will not. if it did, it will be blurry. the date showed by category is only up to 15 october(today is 25 october) and photos taken earlier then that date date is not categorized.i wanted to save 78 photos that i put into a file named 'X' and that month taken is september. i cant find it. it will take forever to load all the photos. help!",3,com.dropbox.android
Rina de Freitas,I thought Dropbox is not operating anymore...as I was told that I will loose all my photos if not transferred by end of October???,3,com.dropbox.android
Matt Mook,"good cloud service, easy to use, reliable. BUT, the price has gotten too high to maintain. moving to an equally easy to use app for a good portion less money.",3,com.dropbox.android
DJ Lance Reynolds,needs to add a media player for video and music. needs to add better sorting features,3,com.dropbox.android
Ant Lee,"Never had a problem signing in, uploading, file retrieval, and syncing to/from Android/windows pc..., But I won't give a developer above 3 if the don't respond to people input/feedback.. otherwise 2gb free storage to start 👌",3,com.dropbox.android
Vibing Logs,"Upload Limit Increment. I'm permanent user of Dropbox,everything is perfectly fine. but dropbox app can't upload more than 10 pictures at a time,on the other hand One drive app van upload upto 100 picture. Should work on this.",3,com.dropbox.android
Abhinav Saxena,At beginning the interface is confusing. Then you get used to it. There was no problem in using it.,3,com.dropbox.android
Amit Mahto,"2 GB is not enough. At least 5 GB should be provided. MS OneDrive is giving 5GB, Google Drive is giving 15GB.",3,com.dropbox.android
Jovon Higgins,"Ok, a place to put things so they don't clutter my phone. Simple as that, I put pics, torrents, and videos in there for safe keeping. My data uploads through wifi to save data.",3,com.dropbox.android
SARWAR ALI,Hello there I am using Dropbox app for a long time more then 4years....when I try to login I didn't find my photos and videos in it everything wiped...its very important photos i got on that app ...can you please get my photos back please its very great full...i got 2 accounts in both accounts no photos nothing got empty space can you please backup my photos ....thanks,3,com.dropbox.android
Andrew Soto Jr,"Hasn't evolved much in a few years. Accounts are hacked and little customer support. I can't share any files, it says I don't have permission yet I am the only owner on the account. I try to share and it tells me I can't share since I've reached some maximum limit. If I can't share or export the photo or video what am I paying for? The cloud space that others offer for free?",3,com.dropbox.android
Ardit Ahmeti,When I export a single file (JPG) it shows up in my gallery. When I export more at once it doesn't. Why? I have a note 9. In both cases I export to the same folder.,3,com.dropbox.android
Mariah Hughes,"I do love the Dropbox app, but ever since the last update, it doesn't give you the option to delete old folder you don't need anymore. I need this feature to come back.",3,com.dropbox.android
Антон Лебедев,Useful for organizing your files across multiple devices. Functionality of offline saving need improvement: easier deleting of saved files and possiblity of saving whole folders. It would make mobile use way easier,3,com.dropbox.android
Kevin D,"Cannot save files to my Dropbox. on Google pixel 2, all updates are installed. I can access them but not save them to mine. says ""check data connection"" while I'm on wifi",3,com.dropbox.android
Brian B,Great program work as advertised though at times a little too helpful. as long as you you don't mind paying the fees for your files. As a PC Linux and Android user I prefer other alternatives.,3,com.dropbox.android
John Trickey,"Just had the error message ""offline files failed to download"". How crazy! The point of being available is so they can be viewed without needing a network connection.",3,com.dropbox.android
HockSing Lim,What happened to folder for photo? They are gone?,3,com.dropbox.android
A Google user,"Like everything if it works it's great but when it won't unless you're a code computer guru expert forget it, on line help is non existent. Very frustrating, another useless cloud storage platform which malfunctions",3,com.dropbox.android
Zion Monday Nanzing,"One cannot change his email address. I lost access to the email account I used to register my Dropbox account with. But I can still access my Dropbox account. The problem is that there's no option to change personal details. Until this is sorted, I cannot give a 🌟 🌟 🌟 🌟 🌟",3,com.dropbox.android
Arun Suryavanshi,"Quite Good but I think they provide more space from 2gb from free account then it's a better. Because gamil also provide you 15 GB free space. PS. But you also use this app as a important document locker. It is safe & secure, and this is separate from Gmail account so if somebody access your gamil account files then you Dropbox files also safe..",3,com.dropbox.android
William Tsatsulis,"Horrible like all the other backup apps; Never able to open the files, sometimes they come as .zip files; control over what I want and where it is located seems very complcated.",3,com.dropbox.android
Kate,"I've never really considered using an an additional storage App before. I'm not even sure how I got started with Dropbox. I'm pretty new to technology, and not sure on my feet at all. But this App is so clear, easy, actually makes learning more about all this stuff kinda fun. lol I really use it for hours at a time. It serves 2 purposes for me. Storage, and I get to scratch my OCD itch.... Ha no, really",4,com.dropbox.android
Sabrina Jenkins,"This app works well, and I've used Dropbox to store and manage my files on several devices since 2017, but lately, it's developed this issue where sometimes, when you attempt to open the app, it will show the logo for a moment, as usual, but then switch to black and close the app. No amount of restarting or re-installing has fixed this, and I often find myself having to navigate the Dropbox website on mobile instead in order to see and manage files. I love this app, but wish I could use it more.",4,com.dropbox.android
Jim C.,"I have a Samsung Galaxy tablet 10.1 2014 edition. My Dropbox icon has disappeared from my home screen and my app list. I have uninstalled and reinstalled the app, but still have no icon. Does anyone know how to restore the icon? The app works fine on my tablet, but I have to navigate to Settings, General, Application Manager to start it. That's rather tedious, but it's the only place the app shows up for me to start it - other than going to the Google Play Store to start it from there. Thanks for your help! I'm running Android 5.1.1. Yeah, it's ancient, but it's the latest release for my tablet.",4,com.dropbox.android
J Lancaster,"It does allow me to access all of my files, but I use the app mostly for transferring photos from my phone to computer. This is where the app is quite annoying. I set the photos to upload, but the upload only processes while I am on my phone. I cannot put the phone to sleep or even forget about it for too long, as the second my screen goes away, the upload process stops. I have an S8. How can this be a proper function?",4,com.dropbox.android
Chuck DeGroot,"This is an essential app for my daily work, and definitely worth the subscription. One feature that id like to see implemented is a way to create shortcuts to different files within your dropbox without having to download them using the ""offline"" feature. I frequently open the same word doc, and have to fish for it through the folder structure. I'd like an easier way to access it.",4,com.dropbox.android
Bob Stevenson,"The company is quality but i almost hate the interface on android and windows equally. It uploads, downloads, and backs up your things, but in a VERY clunky way. Almost like they over analyzed what people want and use. There is a 2 gigabyte limit for free use. Give us dark mode at least, of you're not going to give us a compact view. Drop box is good but gdrive does almost everything better. Almost everything.",4,com.dropbox.android
Kelechi Thaddeus Opara,"Drop Box is the best . After a year of comparing onedrive, Google drive, iDrive (using premium for all 3). They are just too damn slow on mobile and especially on the desktop. I learned my lesson after onedrive erased 3 hours worth of videos. Google drive or photos didn't even upload them automatically. Until another cloud system less expensive and works just as good or close to it I'm staying with dropbox begrudgingly for now.11.99 per month is too much. That's 144 dollars per year.",4,com.dropbox.android
ifLogic Inc.,"I'm sure the app is great. I don't use it very much anymore, not since they decided I could no longer access my Dropbox from all my devices without purchasing a license for every device above three. Doesn't really matter to me any more, I'm moving all my files else where then I'll just delete this whole Dropbox Service from all my devices anyway.",4,com.dropbox.android
Tony Hills,"DB is an incredibly useful tool that can be used to send data and information across several platforms! It's easy to use, but their prices tend to creep up, and they don't even send you an invoice or receipt. They just snatch the money and dip, but it's tough on my accounting as I manage several accounts for my company... 4 Stars B/C of that!",4,com.dropbox.android
Joseph Conley,"great, way to store stuff. they need to update on mobile the video player. the third party open with takes way too long to load. it's at least one minute of wait. I could access from another file manager the same videos in about five seconds or less. it's no trouble to do it but the reputation of dropbox you would think they would fix it.",4,com.dropbox.android
Bryn May,"Does what it's supposed to mostly.. but I do have a bit of an issue.. I was trying to back up my SD, but it appears I can't just select the the whole thing at once, I can't seem seem to select files, folders and photos at same time... Also seems like I can't select a folder that has sub folders (I don't have apc I can use for back up.. Moto E (2020)",4,com.dropbox.android
Lanita Grice,"Pretty good for a lazy person. I've been using the free version for years but upgraded to 1TB paid version recently. My only complaint is that it slows down startup on my ancient devices while it syncs - but that's probably not DB's fault. As for the complaints about 3 device limit for free version - in this world, you get what you are willing/able to pay for. If the monthly fee is not something you can do, it's good there are still some free services available.",4,com.dropbox.android
Joe Madera,"I have been a subscriber for more than 12 years and It used to work so seamlessly. It has become so much more complex and intricate and I cant make heads or tails of it these days. Yes , more ""powerful"" but very confusing with so many moving parts. But still my favorite cloud storage/synced app.",4,com.dropbox.android
Mike,As a general rule I don't update apps because I read all the terrible reviews of people who do lol. So my Dropbox is still working fine. However I would love the option on the app to choose where I store files that are available offline. On my phone I'd like to use my memory card instead of the phone itself. That is all.,4,com.dropbox.android
Evo Royale,"Can't do anything as when I try to sign in, I'm told I have no Internet connection, despite having one. Reinstalling, and restarting my phone did not work. Edit: can sign in now, but needed to unlink all devices, which on its own isn't bad - except that one of them was the one I was trying to link at the time.",4,com.dropbox.android
Ray Kaplan,"This is just an FYI. Been using this app forever without a hitch. But am now on week 4 of a data recovery exercise using pro tool: EaseUS Data Recovery Wizard (it's the best). Dropbox support IS trying to help but now wants access to my whole disk = a privacy problem. BEWARE: Without your knowledge, understanding or permission, their Sync capability completely alters your disk structure by moving everything into a hidden folder and then aliasing everything. Disaster recovery is NOT assured.",4,com.dropbox.android
Kate T.,"Dropbox has always been great and innovative. The only thing I long for is Markdown support with basic syntax coloring in doc editing. I've been able to drop Google Docs with my writing and just edit files in Dropbox itself, which I order, but I don't have a means of visually seeing my styling. It's not a big deal, and I really don't want full Wysiwyg support, but a little extra something here would be nice.",4,com.dropbox.android
Isydia Vibes,"Good app and excellent service. If I would comment on the app features it would be to allow users to choose the directory when uploading and not show all images or docs to choose from. The second thing is to have the ability to upload a folder from the app. However, the service is impeccable especially in team collaboration.",4,com.dropbox.android
